N,P,K,temperature,humidity,ph,rainfall,label
22,44,24,26.77721817674256,46.57942355922809,6.030447288,48.47091521740083,mothbeans
17,43,22,31.212425429885762,36.8917863847759,5.498340807999999,26.80138800604902,mothbeans
8,45,15,32.042628586279676,70.84585978052799,4.61136408,17.021381891533927,mothbeans
7,56,23,28.939821379523273,40.18220593505482,5.545219232000001,75.32162094043565,mothbeans
36,57,16,27.744610873399335,57.62271202638033,8.292875733999999,44.492654868000315,mothbeans
11,45,19,31.71168415970937,52.46253704875352,3.828031463,50.48478257102936,mothbeans
6,36,22,27.027816149255173,65.495117763888,8.869532817,22.67670248832927,mothbeans
17,57,20,24.540752633537004,46.28474726214414,3.793575185,77.8634598244835,mothbeans
4,47,20,27.095053745728592,71.30307588318243,4.193189124,66.28302803682664,mothbeans
9,49,16,28.482447379928345,33.40326918163201,7.661537347999999,73.57095581613805,mothbeans
25,51,24,21.85935362329237,64.29529459733789,9.392694614,49.845791903937474,mothbeans
36,44,21,25.165085345598925,50.74156421086495,4.516154055,24.56132904609185,mothbeans
21,38,20,25.702110696562844,59.27677839479479,5.794289715,69.36168445229355,mothbeans
37,57,20,27.13105662706988,37.1104976549353,7.354286985,63.86481072980866,mothbeans
32,48,18,21.634868426138194,65.20620208631283,5.993513566,78.64768492203255,mothbeans
29,44,20,33.812218091176966,72.25366529916491,8.620107545,37.89351356978867,mothbeans
25,51,18,30.79061944833824,55.2123715792966,9.45949344,45.21986667235298,mothbeans
10,44,24,30.407926137173725,42.88945065943861,8.0344125,43.5038519728957,mothbeans
23,35,18,30.035275387940935,49.9849967069047,5.414492777,54.167810972941346,mothbeans
9,60,23,31.805384363288518,49.51775465454697,6.2760043360000015,54.58182684784282,mothbeans
3,58,21,29.780905828953358,56.12070442974805,9.160691747,41.40498169367246,mothbeans
22,42,22,22.923380181369808,59.79446996789103,7.887658711,49.91313037814757,mothbeans
12,39,21,24.37430200983261,65.63586797429458,8.183844843,89.95254642307764,mothbeans
39,36,22,27.33210614918167,69.57727343353257,9.072011412,31.64881632004751,mothbeans
32,41,16,25.728168260480853,69.92630452812777,7.702287236,76.51619005657734,mothbeans
30,41,15,27.742733171887238,50.42818730583155,5.88509677,49.93616472816621,mothbeans
19,36,22,21.997420023303512,55.43632227968178,6.16496284,56.773378346428956,mothbeans
4,46,15,34.51510823258471,52.69078293183938,3.504752314,62.80391606325849,mothbeans
21,39,20,28.08741601210503,54.73315658276525,7.388007482999999,76.20207117265963,mothbeans
35,57,25,30.42771570897117,50.464433861334804,8.340398059,81.79281307664893,mothbeans
22,55,24,24.44659316450196,59.20522048399869,8.66077954,69.38852559503422,mothbeans
35,51,17,31.388099789112403,58.1059003252475,3.558822825,55.53782337811805,mothbeans
17,56,17,28.075289237267693,40.151455130536895,5.9565851,49.701726133691665,mothbeans
28,57,17,30.346028616543784,57.056592330270824,9.416003106,43.24360481840908,mothbeans
22,36,16,28.26491129983732,46.17687359674622,8.18422855,48.484920465566624,mothbeans
11,41,19,31.39486323122085,47.32539227446259,5.131779302,33.415413791168994,mothbeans
38,38,18,26.09825354767415,67.4444080661241,6.294130312999999,19.437794296812708,mothbeans
23,37,24,27.080180027247394,46.522038254365405,7.991902443,16.400700656633468,mothbeans
25,35,20,24.384623254718147,53.346342863579,8.923095695,57.69242789930561,mothbeans
40,45,20,30.871689058515408,61.086196956377776,6.878498176,43.36890226990084,mothbeans
23,58,19,27.452733671393187,51.300434509811424,5.243634848999999,58.81110624439637,mothbeans
2,56,23,31.46026002234668,61.93906901624895,7.550090941,23.958512556026818,mothbeans
3,56,17,26.752126093929554,52.03236039215417,8.709291687999999,56.2010995641013,mothbeans
26,51,25,32.855056589105764,51.109370632727966,7.792508067999999,51.01537106224038,mothbeans
39,42,20,32.047514797225496,53.98096752022695,8.055908857999999,38.48516745672407,mothbeans
27,59,20,26.200639924020315,56.31098794420163,4.397698806,16.190614167218087,mothbeans
24,45,19,24.399989606578472,45.944843044700576,5.9523849570000005,52.59433928849294,mothbeans
7,40,17,30.749409135280004,44.28808945519026,8.532078732999999,35.70889381262487,mothbeans
15,45,23,19.839791656043474,60.655602972805895,7.224193642,62.88140640970206,mothbeans
26,52,23,30.1416411540974,40.23881325004189,4.931890506,65.24515727493491,mothbeans
20,45,16,32.1016101390067,59.244337580631644,4.626212446,53.98260574816656,mothbeans
34,54,24,32.051474391187426,45.218986237808096,5.026003659,87.43715575385278,mothbeans
19,51,25,29.312062635453167,40.13977522490322,3.5253661,28.654679105453663,mothbeans
29,41,21,34.524219216717455,58.6239875046083,8.86979671,69.21724129828544,mothbeans
20,50,22,31.383034522136683,40.21551292050704,9.406887533,44.88822352930633,mothbeans
11,40,23,27.197884133262846,54.50463576597018,5.80428611,30.996444962583936,mothbeans
15,54,15,30.28695371170943,55.145662458105605,8.35495812,37.262892490465724,mothbeans
35,55,22,35.80334798500437,48.022548835030605,8.634929739,36.05609138812127,mothbeans
9,59,25,35.27521972110741,57.79426627362341,7.699200949,17.37585470929878,mothbeans
40,45,18,35.14286547216214,48.693840253204485,5.261285926,48.34734873821734,mothbeans
35,38,19,24.088158096782927,63.384296755583726,9.112771682,45.4191571136783,mothbeans
14,58,17,29.78210915847281,64.97378456993751,4.605700542,21.758936317247553,mothbeans
40,55,18,32.316812631664476,49.48933593966967,7.115994051,33.31600809565172,mothbeans
18,36,23,26.917626247518786,50.229430747760695,7.214078621,43.223920942257756,mothbeans
35,52,15,30.964491838644477,61.71362852490511,9.93509073,46.350168880893214,mothbeans
4,59,22,31.167653812403437,42.31055267653776,8.914074888,56.76979037199591,mothbeans
22,51,16,27.058848663307565,61.98422060492575,8.639586199,58.73196337224842,mothbeans
33,47,17,20.824753499202934,57.117320459051186,8.621514073,69.57270965059244,mothbeans
2,51,17,27.912477716796015,51.73362685664257,5.838508699,44.497645573411766,mothbeans
16,51,21,33.91952296879249,46.58039513369668,3.532008668,28.14049867563844,mothbeans
19,55,20,30.188157195308875,90.09395811797859,7.18530147,67.16797373012199,mungbean
8,54,20,28.10641518502444,87.41709916970379,7.034214276,56.866442464610905,mungbean
36,55,20,31.662386221018494,80.6174217145153,6.635968697999999,50.377561545577464,mungbean
10,56,16,26.21975462451267,85.71394214904339,6.828187498999998,31.48635818182431,mungbean
22,56,17,33.01014739148104,92.06522369727088,6.89077995,36.73040344790958,mungbean
9,57,24,26.77522618980514,87.65460639170755,7.165121108999998,55.02314575514425,mungbean
34,59,23,31.94414106084414,75.83569106678975,6.935804256,64.73258074999214,mungbean
31,51,25,31.31192953475481,87.42082547283266,7.196774236,52.6636887486853,mungbean
0,49,18,26.85093745960831,80.82176918303877,6.990095452,31.831804557342792,mungbean
21,39,20,29.927921329489315,84.21724008701733,7.064782137999999,39.69193094010865,mungbean
28,35,22,29.041784970803107,79.17008758929984,7.156563094,50.56973460726958,mungbean
17,52,17,30.681902870793962,95.19050461212707,6.364967184,32.8158206585409,mungbean
24,42,23,29.86377819466875,83.05570557409175,6.428054409,44.888877578322976,mungbean
28,46,16,24.84219056364425,86.10464451479305,6.664187809,50.224984797001746,mungbean
21,38,21,27.19792406154599,77.38300112736752,6.637677489,38.40555936677548,mungbean
34,60,25,30.140405078975057,91.59732811846366,6.79385576,57.01945854196873,mungbean
19,53,22,28.232613615704018,85.03114257908977,6.852884642999999,25.02438895028806,mungbean
31,58,15,31.54283155170471,76.76610613313453,7.121571293,55.19745482062983,mungbean
19,35,24,29.110885989501735,87.25044170518608,6.883308033,50.1600828132518,mungbean
24,53,17,29.14314351729371,96.19354251275134,6.421271178,54.872507456037795,mungbean
13,47,20,24.28856379000326,90.31823118889682,6.54450214,54.38598974505103,mungbean
31,53,16,29.057493133276928,86.75387348915329,6.452006451,57.53616882872424,mungbean
28,45,23,29.635482931370557,74.02738638691334,6.489259136,52.00071293422829,mungbean
31,37,21,28.6007168674994,95.06675035511145,6.713410626,37.946926907504114,mungbean
33,60,15,26.628267083511446,84.9923145744379,6.510840928,52.34646583811282,mungbean
34,45,21,25.532106629075265,92.14001796801621,6.2873801170000005,23.1567926884834,mungbean
13,57,25,28.216219041312456,77.43936290756882,6.86308576,46.42161105950325,mungbean
33,57,17,30.203949687082577,81.18586864779346,6.78415271,59.20580984466879,mungbean
32,57,22,32.779429409502995,77.71891018031671,6.769415887999999,32.44908972676279,mungbean
23,59,25,25.234004078151646,95.59580778664494,6.320768488,50.04627579556582,mungbean
35,41,18,24.110633216330115,78.53636849663563,6.705008503999999,50.087478536410714,mungbean
6,48,24,30.703964228616602,90.02788396347954,6.790736339,32.03154310677071,mungbean
29,36,25,26.897882890194367,93.41181850593773,7.130278657000001,55.60070072747661,mungbean
4,36,22,28.906443477917833,79.1754706177805,7.012740397000001,36.998093859711574,mungbean
10,59,22,26.223535387095392,88.40560980002371,7.1556850160000005,26.836709278210705,mungbean
14,48,21,26.739529013008184,88.203621531304,6.991242362,48.89440210590093,mungbean
8,50,21,26.216952197221435,81.04148625369668,6.218923893,65.54319575692061,mungbean
20,40,15,33.43606679104535,90.56619415721778,7.199495367999999,47.34799168936891,mungbean
36,43,22,28.49736533885028,95.16142291089218,6.3898821660000005,49.75450566045651,mungbean
14,57,15,31.703229134062894,92.10013767590667,6.623438282,40.45548120777879,mungbean
11,60,23,24.687148107168035,82.85401118021333,7.033012777000001,66.70952771449097,mungbean
10,59,15,28.400215466292767,89.95026297080926,6.32400451,77.9704064341986,mungbean
7,60,25,30.95587963219691,78.50052514312412,6.397636709,69.95820033822065,mungbean
2,47,15,31.05295385519035,92.27510649416446,6.401455706,56.93718157372342,mungbean
20,45,22,30.397760490280653,87.08425122541713,6.904587016,48.395214107736344,mungbean
2,39,15,30.478755173101895,91.8961023565582,6.478557136,65.8948756903168,mungbean
27,40,24,28.222109447618188,98.53687462897199,7.063022095,68.35285568008605,mungbean
35,48,15,24.077074848887495,77.4594939084206,6.981758362000001,68.24954375417964,mungbean
4,59,25,25.86615379233692,72.04633679869757,6.227134139,57.99586801723727,mungbean
1,48,24,27.84569647442405,93.04852992742032,6.232836962,64.36516164262207,mungbean
36,43,21,30.795530749616354,89.92943549753855,7.140437859,42.90695472608844,mungbean
11,46,24,23.78644416707149,95.48115584669077,6.459252023,55.13462346040867,mungbean
34,47,19,28.129565648461785,84.25210621229536,6.568795403999999,57.66354859194848,mungbean
21,44,18,31.2972902702226,94.83209200503805,7.12851089,41.62277305222519,mungbean
17,58,20,29.6316074087594,92.52072868922016,6.42937879,26.78365023336543,mungbean
25,40,21,31.77345195278933,85.4984337743188,6.248900919,47.84661631686785,mungbean
2,38,18,29.173226614382603,96.67862983560218,6.619891497999999,41.977732086863035,mungbean
9,48,20,30.962615273159262,76.27496613136881,6.377568542000001,42.264786108087044,mungbean
37,49,25,30.330153552190065,93.02504200865684,6.415459592,50.605344789635865,mungbean
36,38,15,31.977242458982218,96.1923234261124,6.3206620120000006,45.549913158298644,mungbean
40,58,15,26.15887946670985,92.57022626870047,6.978400282000001,53.55532784168829,mungbean
30,44,16,33.92401350389025,82.06363815323007,6.442335592999999,49.18445353187419,mungbean
1,59,23,30.905129401433,96.49781881763235,7.184398832,62.172351235169515,mungbean
9,48,22,32.09440514175814,93.51234663165403,6.402926221,66.9251759052733,mungbean
14,41,17,27.399630993839786,79.76942179804013,7.085982325,18.308143252196906,mungbean
35,52,19,30.939822276788757,82.17694694710924,6.698574085,32.798549148287506,mungbean
31,48,17,24.56570170060946,87.90191775623569,6.594739424,46.00268147369996,mungbean
4,41,20,27.228045497062933,74.10108760017224,6.647965508,45.32187499504653,mungbean
30,37,25,31.93011077903931,77.48581050317155,7.120032489,72.0141051042877,mungbean
9,35,20,25.542018424404837,87.77588738124389,6.91380932,20.716464726166677,mungbean
20,41,20,27.756623990060877,92.97143824707264,7.073048264,52.14488176608054,mungbean
37,50,23,28.877435960565073,87.8862258479311,6.5304707,45.12427399606501,mungbean
34,35,21,27.207679518596365,75.87255400436754,6.684381357,43.965821280922505,mungbean
14,37,15,24.90255952497269,91.2651712506277,6.581351374,45.157047802667186,mungbean
23,39,22,24.50891748146322,73.92285415728816,6.86483915,36.49711702417524,mungbean
5,45,21,31.31333112009715,80.63137608548057,6.487124217000001,62.84349061641318,mungbean
22,37,20,32.50908917963024,87.15441245209945,6.605733067999999,36.730286621374226,mungbean
40,51,17,24.10166529856247,83.23660953971049,6.860602782000001,60.96219555587181,mungbean
27,56,20,28.81441176736165,91.3768032261811,6.41874299,42.54734497238964,mungbean
31,40,22,34.39767914364379,79.11824613306291,6.365513634,34.83888170583376,mungbean
38,36,21,23.15848156827937,76.8416422929387,6.5563729660000005,54.52908697529694,mungbean
6,37,17,29.217064819676768,73.9676889697216,6.760694227999999,21.088981920849665,mungbean
6,47,18,31.471528279532933,73.79431090915087,6.715276662999999,49.52026530536156,mungbean
24,44,17,33.19645753238076,83.38651943182133,6.666380512000001,34.470345842885415,mungbean
25,59,19,31.52773737680481,89.49445548090418,6.626629798,40.42071375727338,mungbean
32,56,21,30.026413843263803,89.89517715023774,6.702772465,49.99681444861255,mungbean
8,45,18,32.43054354420042,91.80087669075895,7.011030515,55.28140071282875,mungbean
19,39,17,32.766507442128294,89.14027289827072,6.890156495,34.10571381713456,mungbean
39,37,15,30.183584881834488,73.90405350712335,6.821747052,48.42866131969164,mungbean
33,37,19,29.94420280450244,85.65450228911367,7.183189922,46.589066247302306,mungbean
26,54,17,28.421340121381224,86.0841759357537,6.27258822,66.0856539509655,mungbean
21,51,15,31.02272894373023,94.20405653744965,6.679127482,33.21351538683307,mungbean
22,54,20,25.623824389755743,88.97346391336272,6.689825155,57.407456707686535,mungbean
29,45,16,29.10005420954836,81.40632135728109,6.583381939,57.606115467631604,mungbean
4,40,21,26.3640462453007,79.4512224817279,6.725551062,57.62765924833838,mungbean
10,37,22,28.766965052084696,82.05821303446801,7.069747813999999,65.62985999947419,mungbean
4,44,19,28.966343222008845,79.07159448399135,6.921993877999999,25.05522486940422,mungbean
20,45,17,23.838194245598963,76.61389384164796,6.770955317,36.832718722087826,mungbean
23,45,23,31.87070106498802,80.670546232513,6.983130466,69.1335559429981,mungbean
25,48,21,29.654271640823275,82.13784353887038,6.267684328,42.929703874789155,mungbean
56,79,15,27.093846345468787,61.64918569285196,7.454532137,91.82287619658374,blackgram
25,62,21,23.33395919977612,67.37214693600728,7.040056094,85.57204442639863,blackgram
42,61,22,23.765135171253455,54.143013616185904,7.418650668,70.05485542277276,blackgram
42,73,25,30.401589451145306,63.33898153221031,6.501869314,59.2783471576424,blackgram
44,58,18,32.616672943262074,57.99971021719388,6.814410927999999,82.04963626443552,blackgram
50,55,16,31.541009815575432,63.801083365945566,7.581442888,71.03554502667897,blackgram
35,72,21,32.835944638185765,66.15816568394833,7.741418772,73.53902063612199,blackgram
30,64,20,37.02487350524544,52.90648329171946,6.573531614,49.872620091991244,blackgram
27,64,21,29.89077538198018,77.3976448446643,7.543804222999999,69.56797167571023,blackgram
50,74,17,31.294981763881545,58.54581509858254,6.5408208,61.297629613349045,blackgram
39,73,24,27.18666885086868,55.28382801834185,7.22405917,58.829426685024416,blackgram
57,67,25,35.50479468876356,57.56756038849743,7.551364319,45.45787616987378,blackgram
52,63,19,32.32590140937728,73.70759648499255,6.928898659,57.42792655301895,blackgram
55,66,22,34.412267036069366,67.7447198317187,7.747775262999999,66.84719269562245,blackgram
51,56,18,27.23384316369737,70.24666996862793,6.706505915,68.99784199254492,blackgram
36,66,15,27.633343563401414,64.24349899549526,6.668238556,83.41276703823993,blackgram
59,55,19,33.369863911635754,55.29283236500601,7.332375138,71.01427209785425,blackgram
50,58,23,27.89900597327908,61.67900642357725,7.596802025,55.8186696426652,blackgram
30,65,25,37.61999236556903,57.98598681360814,7.70650895,69.0232925405981,blackgram
20,62,18,28.275207646457726,64.12767826905596,7.366542647,75.23493224734803,blackgram
58,71,15,29.943434644547192,65.38555097368116,6.919243702,69.31829723499277,blackgram
25,71,24,31.474630511893736,70.20257841233185,7.187721817999999,85.18145807010714,blackgram
52,71,16,27.945720955844838,68.40569881716668,7.0758864720000005,73.66777403228275,blackgram
40,63,18,32.80198176362847,60.10588335804168,6.74441168,76.03708300247541,blackgram
20,60,25,26.87736793168526,71.73265458996696,6.726469087999999,58.72957700146729,blackgram
48,61,21,26.334125595784055,59.777109913386376,6.628264883,57.12691914288097,blackgram
49,68,22,26.8536172521148,68.9636461631825,7.127064207,82.78861520212183,blackgram
48,62,15,27.833529084915686,76.63658954606974,7.538631462000001,47.10685520366675,blackgram
32,66,17,39.27481743374799,61.40285670194969,7.162357641,58.241661174004136,blackgram
21,63,22,20.910495675258503,63.93727813799744,6.859409487000001,58.30361340037551,blackgram
20,72,19,35.541850979792,62.23836525924665,7.397190844,67.4662226203317,blackgram
25,65,21,33.22261623254851,59.74669743006524,6.880245789,72.69423070577857,blackgram
41,78,21,28.96796358774065,51.393352984680206,6.581313137,90.25405724930924,blackgram
53,67,17,29.902816806410687,65.34253693800382,7.296972161,60.79265021499863,blackgram
39,60,21,30.669145363105198,61.422947673701756,6.97297656,70.27957613870484,blackgram
25,76,17,31.145861464783607,70.85403478333477,7.241148507,62.45560429493254,blackgram
21,78,19,27.354927719284433,63.07759213900301,6.92009048,83.10864057621657,blackgram
57,60,17,29.254316606159456,58.32923193604047,7.504608385,90.8200702117,blackgram
56,75,15,32.08412337975635,65.68282614138533,7.152272256,78.92532436988054,blackgram
49,72,15,32.398456534869055,69.34918455541488,7.137004749,89.7184594855242,blackgram
24,80,19,29.839495755195667,64.14441842305253,6.8080417220000005,52.207877212016854,blackgram
49,76,18,24.51308909407296,59.33197380765371,7.393631868,47.56487091395012,blackgram
28,68,19,32.68133541644789,54.779435612518384,7.69950698,79.97712191144433,blackgram
55,78,21,28.810208577519656,65.83723871326049,6.602888248999999,54.60703410754898,blackgram
50,64,25,24.25395878526711,59.75259280796705,6.734447425,88.75367423001404,blackgram
34,80,19,35.732974889970436,55.045081709225315,6.521217963,87.03006036409336,blackgram
20,68,23,26.112809293070562,60.522279952897684,7.707332484,77.06321375494863,blackgram
55,67,16,38.56655882135867,77.54917757525186,6.596719015,68.46363219384736,blackgram
23,70,15,37.11090703903433,64.75578523957182,7.403623355,50.43534653015885,blackgram
53,74,15,33.795815271334774,55.80291813808478,7.517097,73.7675185407576,blackgram
26,67,16,26.84033702120088,62.04469385753084,7.17620823,64.2598990599255,blackgram
33,80,22,29.4512970153918,58.42933366684406,6.593961761,57.35255654511893,blackgram
37,79,19,28.391728511383736,78.4146328948953,7.143942758,69.28583221496385,blackgram
33,75,21,36.43644357446481,65.02943438543488,6.690655045,82.0908591957234,blackgram
22,55,20,36.89969576008436,63.23760652281201,7.423530351,52.68836836890985,blackgram
20,68,17,31.226699178912106,60.0666944820842,6.578714842999999,62.702569606088566,blackgram
43,68,20,31.70926309131377,61.12887106565373,7.497469256,71.90821274274752,blackgram
44,76,22,28.145190625476502,72.38682021015686,7.775306272000001,66.84360874253844,blackgram
34,60,16,29.30834289371298,71.98180796459518,7.322555222999999,68.72701042485375,blackgram
21,72,17,28.587264241890242,74.06672407155568,7.580527339,67.37261226664586,blackgram
25,68,19,25.331683226345778,63.734569649330126,7.1084501210000015,55.96728337448015,blackgram
41,62,15,27.95624826498413,59.510117806282,7.358974541,83.03724755378471,blackgram
28,65,23,24.794832850573197,69.75202664428717,7.405176138,78.869398210524,blackgram
35,64,15,25.742519130652397,60.39930227645904,6.500144962,50.517997628582506,blackgram
52,58,16,29.185848706923124,67.95545142477998,7.167435834,58.94019341502486,blackgram
58,75,25,26.226146237130177,56.676007764266735,7.261791753,85.17026926137518,blackgram
34,66,19,31.125042479478736,67.42066958079099,7.586642101,84.19612738244206,blackgram
52,70,16,33.223084574306554,62.6461962650895,7.534811832999999,78.07815983412297,blackgram
23,57,19,29.964625038607373,75.38367867608572,7.251000789,77.46660139340317,blackgram
42,58,25,26.59943503218249,71.95555603711887,6.513620917999999,59.08334859873129,blackgram
37,62,17,21.04260706849605,72.50774520082007,7.121254928,55.41362379855254,blackgram
44,75,22,31.604313667075314,59.600369128541075,7.574561547,90.63897967181265,blackgram
21,80,20,29.289547019050698,59.94385835657294,7.350869792,82.99340928044927,blackgram
56,76,16,27.1387419361327,58.837330917704996,7.5131510760000015,71.26586826505624,blackgram
29,76,15,31.845320979235197,65.13837411433222,7.0256077060000015,68.98107125032261,blackgram
43,61,20,31.093380696980596,69.88669093702913,6.804253866,78.36493505148826,blackgram
55,60,15,36.52987470918049,61.5033024533049,7.163043872,57.20332703029062,blackgram
44,63,15,23.701790791692183,69.2352429566429,7.338929556,74.66647797190365,blackgram
29,67,21,26.97298573803028,72.3349864977948,6.621323612,80.45734732435207,blackgram
47,63,16,25.632483508511747,69.01056969873792,6.661870999,86.87532406464749,blackgram
40,68,17,33.22571906174209,67.17373938037211,7.733149554,81.22263202726958,blackgram
58,61,15,34.3517295069272,65.16141855228781,7.402891666,68.84029945780107,blackgram
41,74,18,32.62306509029342,62.30770031488573,6.599147297999999,76.72364536581226,blackgram
58,79,17,27.27682369879666,67.09746558877283,7.04174124,50.48819921651634,blackgram
27,62,24,24.180409119161,58.699757091411385,7.353876754,71.78559693377169,blackgram
27,60,17,30.42922127489881,69.33679035296578,7.026795358999999,75.7755320102959,blackgram
52,65,20,33.52505016444114,56.33530633659563,6.814301033,87.49019065287496,blackgram
44,55,25,33.75681955498617,70.34691345321964,7.42160832,88.4953852319084,blackgram
21,62,24,34.86709499103406,57.87097150839994,6.8473828910000005,72.13195574712827,blackgram
60,59,22,33.40371330365442,74.66165503858377,7.191522601,56.27832615775584,blackgram
33,77,21,25.638630452852517,61.78360211012951,7.01285529,73.25837390721676,blackgram
59,58,17,26.46802500084771,61.77258998715087,7.368318809,65.80248970674624,blackgram
29,63,17,30.01930995507145,68.11645425123103,7.26154329,57.53048259222382,blackgram
59,63,18,29.664955289439412,50.36879692599071,6.52669158,72.91464323188828,blackgram
29,70,15,28.22953490806807,67.20860263559801,6.872594461,59.80608721073946,blackgram
58,73,16,29.38800212954868,55.974579155142166,6.874142175,79.09198955085353,blackgram
55,77,22,34.833403063780985,59.93980453188483,7.76061831,53.67480471841935,blackgram
42,79,23,24.38890622351881,59.084616346268646,6.781841984,49.37313479811557,blackgram
44,77,21,33.281352947115614,60.43428202651259,7.326980454,66.89871440681338,blackgram
38,62,25,33.231098775436664,68.85116680994109,7.453975408,75.58255690799054,blackgram
32,76,15,28.880453405515198,54.324348722564295,7.604110177000001,41.960769450408534,lentil
13,61,22,23.23328357007197,68.00077175418828,7.728832424,61.046558974894076,lentil
38,60,20,30.156120375482395,64.6774218619695,7.491217102,28.468165002748705,lentil
11,74,17,25.18268278175042,67.66401400009428,6.633864582,52.3494488852295,lentil
37,71,16,22.2319546042636,72.3919059406254,7.324863481,59.59657023081691,lentil
29,71,18,17.47529052409832,70.79801751117644,6.410441476,70.40624300021929,lentil
2,72,18,21.938084494538067,63.74183848172173,7.836719564,62.91575183590514,lentil
6,59,21,26.18750545538846,67.77737008086932,6.139215944,60.02780872625669,lentil
13,64,20,16.3017550062131,69.36445334433527,6.590571088,39.82339747234458,lentil
8,58,17,28.94862298505827,65.41792428893268,7.286049977999999,41.502874047709696,lentil
6,77,20,29.398380508519175,62.980099669460145,6.058306161,36.328449029041714,lentil
2,75,22,22.78102198222151,63.523467594854836,6.658605362,58.00494880691745,lentil
3,69,23,28.633139438853725,73.150476287629,7.299360767,58.205600448292465,lentil
27,80,24,33.135070997524814,71.33355476568408,7.815210661,56.110384357736514,lentil
39,78,15,22.03673716180092,69.67613059113098,5.925391795,22.944176728285314,lentil
40,79,17,20.549959514433546,71.5360677392853,6.403683619,48.42575561381406,lentil
37,62,22,19.955552115689873,56.83595384423041,7.397546271,53.851878705805355,lentil
31,60,24,27.562218959540353,70.72926458524414,7.722335992,63.38698848301064,lentil
22,67,22,27.649870990983217,70.16492074520502,7.475926645,61.90458975371108,lentil
3,78,18,24.279400029604247,60.64016869367016,6.887130053,62.71493601804429,lentil
4,80,16,30.580878060245134,63.64932063751798,7.441976825,52.206853113640065,lentil
13,61,24,21.171662791698,60.50711904654917,7.629910252999999,62.089383640219566,lentil
12,66,20,26.42767807223599,64.79191381287852,7.336117221,57.08810895678044,lentil
4,61,21,22.631680097347665,62.25563929301036,6.75020529,64.62078102117545,lentil
9,60,21,33.182595302947135,77.3062170414172,7.52178027,56.94299089879861,lentil
18,66,22,29.02325230375124,66.18232667950859,6.347379185,35.58822363440744,lentil
32,56,18,24.90103440248962,61.26430661574434,7.135251532000001,53.2603931988656,lentil
6,72,15,23.196709411023463,61.94799655668814,7.670178119,36.619479422815346,lentil
15,77,20,23.618367343418292,65.02006806067902,7.399749291,29.13155696428099,lentil
0,65,24,32.864745480230255,65.08215293275998,7.841496029,47.86584050362096,lentil
30,79,22,14.559985912783226,75.25839873378678,6.254216611,43.95434902145023,lentil
3,63,16,28.24244640649364,68.64486884470509,6.868881707999999,33.69820346955706,lentil
2,78,23,21.206792732062816,56.75722008762179,7.320514721,26.35729315587168,lentil
10,78,18,21.59464731895678,63.03810239289017,6.296976913,41.55295288999508,lentil
14,67,25,25.41648143606952,62.96898898412205,7.241151936,54.00454038993897,lentil
39,65,23,22.447762839934704,70.30385544360097,7.685959305,57.38389580567519,lentil
19,72,15,30.13591489947853,73.01123206286925,6.890760124,42.11634786147064,lentil
18,57,21,31.499614624274177,67.3521110702402,6.155915975,45.28704026236055,lentil
31,58,15,27.99651575612845,58.96618379690505,6.167855382000001,33.84536627534567,lentil
28,58,25,26.5515586042568,69.62425298867574,6.861640036,36.4635742803474,lentil
5,65,19,19.4000121418496,67.21799077706376,6.978361689,55.28309227581534,lentil
16,65,19,30.802663290378582,76.06094542832943,7.043160241,55.402363396344256,lentil
34,65,19,26.268706100671256,72.96504055761982,5.94239222,46.93358202008969,lentil
14,69,19,24.908845477200554,54.69969671223336,7.239455147,36.40223315310192,lentil
22,55,16,26.60494948638319,59.930892048994195,6.516317561,34.312425848202516,lentil
24,61,17,17.811523989828643,67.80248454926614,6.233269045,20.04156550813812,lentil
2,79,15,25.227571721698766,63.89658208841392,7.505283615,19.167241735229705,lentil
26,63,17,31.05178484680694,75.55622160581538,6.950300686,29.792393796267476,lentil
27,61,15,26.020841469900006,69.3816129115062,6.958054839,28.619379982728184,lentil
24,70,16,26.912221817410625,71.97323106442778,6.54803469,21.011277811717047,lentil
13,74,25,25.769889012697583,68.30672928758149,6.461618577,45.978247546587085,lentil
6,64,23,26.357855294092552,64.05751846951097,7.065264073,19.529758072520693,lentil
12,58,23,23.65341961710186,65.43876231866065,6.765091462000001,59.68252262049004,lentil
32,79,22,23.64528709617889,53.99586309924302,5.91645379,35.28069342892,lentil
6,68,18,26.21728049523466,58.90504575492858,6.711341147000001,66.26939184765385,lentil
10,79,20,24.681773693408612,64.80974761508202,6.379881442,34.089662962432286,lentil
38,77,22,32.81559178214059,73.79742800965774,6.313284267999999,36.00768765085003,lentil
17,74,17,29.209258836669008,66.51845991224535,7.393210848,39.07604644124534,lentil
26,68,24,32.45742563638519,62.12479204963408,7.504930973,53.91404756406009,lentil
23,75,17,25.759945310025564,55.810876515656474,7.198076286,35.18735965892306,lentil
32,78,22,25.68512894001418,59.63195963664916,7.007037515,60.11011326102528,lentil
19,79,19,23.613534323906613,74.85915854571851,6.677262562,36.85799597055077,lentil
22,60,18,21.885424985566818,61.14551237690769,6.74398035,58.63772136257177,lentil
28,69,16,30.051601514431113,63.16188078342002,6.547361617999999,39.97766300315891,lentil
1,67,21,25.059410214371347,61.49725164881807,6.551577598,54.9165922001413,lentil
12,67,23,21.50176535201979,66.46620778206625,6.585020302999999,50.403029398416535,lentil
36,67,20,25.33324705981206,53.280389169712834,6.924042372000001,47.02831186139575,lentil
